tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1001049628203190,1SWASP J001049.62-820319.0,0.5,2453867.1143217594,6888064.572261387,23.72271677582122,Unvetted Candidate
1001053938319144,1SWASP J001053.93-831914.4,0.997839978399784,2453866.752414352,1015813.6229431524,9.286895849012039,Unvetted Candidate
1001054138209152,1SWASP J001054.13-820915.2,0.5099450994509945,2453867.1503333333,21753038.3220415,4258.752086161855,Unvetted Candidate
1001101778141272,1SWASP J001101.77-814127.2,1.060630606306063,2453867.691298611,7358865.383893136,460.29964777521565,Unvetted Candidate
1001108698355179,1SWASP J001108.69-835517.9,0.514040140401404,2453866.708460648,1386100.493564865,15.3701966260861,Unvetted Candidate
1001110488218386,1SWASP J001110.48-821838.6,0.9968649686496864,2453866.8749583336,10830593.74310267,1055.7158474532123,Unvetted Candidate
1001115898339267,1SWASP J001115.89-833926.7,0.997839978399784,2453866.7524375,1282834.50373495,13.165314911783163,Unvetted Candidate
1001123388215575,1SWASP J001123.38-821557.5,0.5298352983529835,2453866.7183449073,38956945.78473973,13658.792623876356,Unvetted Candidate
1001123758325180,1SWASP J001123.75-832518.0,0.5302253022530226,2453867.1714259256,4037072.442767747,146.6815851733927,Unvetted Candidate
1001127168254080,1SWASP J001127.16-825408.0,0.514040140401404,2453866.7083912035,5318823.259660653,169.73928520504305,Unvetted Candidate
1001127918154405,1SWASP J001127.91-815440.5,1.060630606306063,2453867.691310185,2540310.2859929134,51.625410792971174,Unvetted Candidate
1001129828313056,1SWASP J001129.82-831305.6,0.514040140401404,2453866.7084027776,3186300.1741799596,86.29632479982355,Unvetted Candidate
1001133968302586,1SWASP J001133.96-830258.6,0.514040140401404,2453866.7083912035,1885330.2537020885,30.212996406957238,Unvetted Candidate
1001134528353020,1SWASP J001134.52-835302.0,0.5298352983529835,2453866.7184606483,1180779.786344792,11.851047682643847,Unvetted Candidate
1001135908151562,1SWASP J001135.90-815156.2,0.6384513845138451,2453866.7223101854,25645375.08256383,328.8426315626928,Unvetted Candidate
1001137148352577,1SWASP J001137.14-835257.7,0.5298352983529835,2453866.7184606483,1392076.6245135441,15.503018628136182,Unvetted Candidate
1001141588149434,1SWASP J001141.58-814943.4,0.5302253022530226,2453867.1793101854,4168117.0374594433,147.67219692265732,Unvetted Candidate
1001142528157199,1SWASP J001142.52-815719.9,0.5298352983529835,2453866.7183217593,5033677.261617368,240.71011435417535,Unvetted Candidate
1001158168229067,1SWASP J001158.16-822906.7,0.514040140401404,2453866.708356481,1264086.3033247704,11.984356366899627,Unvetted Candidate
1001159388314592,1SWASP J001159.38-831459.2,0.997839978399784,2453866.752414352,8020623.46135102,514.6432056701954,Unvetted Candidate
